,APP,REQ,SENT,WORD,LEMMA,POS,DEP,TAG,Error,Error Type
51,News,1,1,a,a,DET,det,O,0,
52,News,1,1,page,page,NOUN,pobj,APP-ENT,0,
53,News,1,1,where,where,ADV,advmod,O,0,
54,News,1,1,the,the,DET,det,O,0,
55,News,1,1,default,default,NOUN,compound,APP-QLF,0,
56,News,1,1,news,news,NOUN,compound,APP-ENT,0,
57,News,1,1,channels,channel,NOUN,nsubjpass,APP-ENT,0,
58,News,1,1,are,be,AUX,auxpass,O,0,
59,News,1,1,listed,list,VERB,relcl,APP-SHO,0,
60,News,1,1,on,on,ADP,prep,APP-POS,0,
61,News,1,1,the,the,DET,det,APP-POS,0,
62,News,1,1,left,left,ADJ,amod,APP-POS,0,
63,News,1,1,and,and,CCONJ,cc,O,0,
64,News,1,1,major,major,ADJ,conj,APP-ENT,0,
65,News,1,1,news,news,NOUN,pobj,APP-ENT,0,
66,News,1,1,of,of,ADP,prep,APP-ENT,0,
67,News,1,1,the,the,DET,det,APP-ENT,0,
68,News,1,1,days,day,NOUN,pobj,APP-ENT,1,singular
69,News,1,1,are,be,AUX,auxpass,O,0,
70,News,1,1,shown,show,VERB,relcl,APP-SHO,0,
71,News,1,1,on,on,ADP,prep,APP-POS,0,
72,News,1,1,the,the,DET,det,APP-POS,0,
73,News,1,1,right,right,NOUN,amod,APP-POS,0,
74,News,1,1,organized,organize,VERB,pobj,APP-QLF,0,
75,News,1,1,based,base,VERB,prep,O,0,
76,News,1,1,on,on,ADP,prep,O,0,
77,News,1,1,the,the,DET,det,O,0,
78,News,1,1,channels,channel,NOUN,pobj,APP-ENT,0,
79,News,1,1,they,-PRON-,PRON,nsubj,APP-ENT,0,
80,News,1,1,belong,belong,VERB,relcl,APP-ACT,0,
81,News,1,1,to,to,ADP,prep,O,0,
82,News,2,2,User,User,PROPN,nsubjpass,APP-ENT,0,
83,News,2,2,should,should,VERB,aux,O,0,
84,News,2,2,be,be,AUX,auxpass,O,0,
85,News,2,2,shown,show,VERB,ROOT,APP-SHO,0,
86,News,2,2,are,be,AUX,ccomp,O,1,other
87,News,2,2,popup,popup,ADJ,amod,APP-ENT,0,
88,News,2,2,windows,window,NOUN,attr,APP-ENT,1,singular
89,News,2,2,that,that,DET,nsubj,O,0,
90,News,2,2,provides,provide,VERB,relcl,APP-ACT,0,
91,News,2,2,information,information,NOUN,dobj,APP-ENT,0,
92,News,2,2,on,on,ADP,prep,O,0,
93,News,2,2,available,available,ADJ,amod,APP-ENT,0,
94,News,2,2,news,news,NOUN,compound,APP-ENT,0,
95,News,2,2,sources,source,NOUN,pobj,APP-ENT,0,
96,News,2,2,and,and,CCONJ,cc,O,0,
97,News,2,2,a,a,DET,det,O,0,
98,News,2,2,button,button,NOUN,conj,APP-ENT,0,
99,News,2,2,to,to,PART,aux,O,0,
100,News,2,2,start,start,VERB,relcl,APP-ACT,0,
101,News,2,2,a,a,DET,det,O,0,
102,News,2,2,free,free,ADJ,amod,APP-ENT,0,
103,News,2,2,one,one,NUM,nummod,APP-ENT,0,
104,News,2,2,moth,moth,ADJ,compound,APP-ENT,1,other
105,News,2,2,subscription,subscription,NOUN,dobj,APP-ENT,0,
106,News,3,3,Each,each,DET,det,APP-QLF,0,
107,News,3,3,piece,piece,NOUN,nsubj,APP-ENT,0,
108,News,3,3,of,of,ADP,prep,APP-ENT,0,
109,News,3,3,news,news,NOUN,pobj,APP-ENT,0,
110,News,3,3,should,should,VERB,aux,O,0,
111,News,3,3,show,show,VERB,ROOT,APP-SHO,0,
112,News,3,3,the,the,DET,det,O,0,
113,News,3,3,following,following,ADJ,amod,APP-ENT,0,
114,News,3,3,information,information,NOUN,dobj,APP-ENT,0,
115,News,3,3,:,:,PUNCT,punct,O,0,
116,News,3,3,source,source,NOUN,appos,APP-ENT,0,
117,News,3,3,",",",",PUNCT,punct,O,0,
118,News,3,3,title,title,NOUN,conj,APP-ENT,0,
119,News,3,3,",",",",PUNCT,punct,O,0,
120,News,3,3,summary,summary,NOUN,conj,APP-ENT,0,
121,News,3,3,",",",",PUNCT,punct,O,0,
122,News,3,3,and,and,CCONJ,cc,O,0,
123,News,3,3,when,when,ADV,advmod,APP-ENT,0,
124,News,3,3,the,the,DET,det,APP-ENT,0,
125,News,3,3,news,news,NOUN,nsubjpass,APP-ENT,0,
126,News,3,3,was,be,AUX,auxpass,APP-ENT,0,
127,News,3,3,originally,originally,ADV,advmod,APP-ENT,0,
128,News,3,3,released,release,VERB,advcl,APP-ENT,0,
129,News,4,4,The,the,DET,det,O,0,
130,News,4,4,news,news,NOUN,nsubjpass,APP-ENT,0,
131,News,4,4,should,should,VERB,aux,O,0,
132,News,4,4,be,be,AUX,auxpass,O,0,
133,News,4,4,organized,organize,VERB,ROOT,APP-SHO,0,
134,News,4,4,in,in,ADP,prep,O,0,
135,News,4,4,three,three,NUM,nummod,APP-QLF,0,
136,News,4,4,sections,section,NOUN,pobj,APP-ENT,0,
137,News,4,4,:,:,PUNCT,punct,O,0,
138,News,4,4,top,top,ADJ,amod,APP-ENT,0,
139,News,4,4,stories,story,NOUN,appos,APP-ENT,0,
140,News,4,4,on,on,ADP,prep,APP-POS,0,
141,News,4,4,the,the,DET,det,APP-POS,0,
142,News,4,4,top,top,NOUN,pobj,APP-POS,0,
143,News,4,4,",",",",PUNCT,punct,O,0,
144,News,4,4,followed,follow,VERB,acl,APP-ACT,0,
145,News,4,4,by,by,ADP,agent,O,0,
146,News,4,4,tending,tend,VERB,pcomp,APP-ENT,1,other
147,News,4,4,news,news,NOUN,dobj,APP-ENT,0,
148,News,4,4,",",",",PUNCT,punct,O,0,
149,News,4,4,and,and,CCONJ,cc,O,0,
150,News,4,4,a,a,DET,det,O,0,
151,News,4,4,section,section,NOUN,conj,APP-ENT,0,
152,News,4,4,called,call,VERB,acl,APP-QLF,0,
153,News,4,4,',',PUNCT,punct,O,0,
154,News,4,4,For,for,ADP,prep,APP-FIX,0,
155,News,4,4,You,-PRON-,PRON,pobj,APP-FIX,0,
156,News,4,4,',',PUNCT,punct,O,0,
157,News,4,4,at,at,ADP,prep,APP-POS,0,
158,News,4,4,the,the,DET,det,APP-POS,0,
159,News,4,4,bottom,bottom,NOUN,pobj,APP-POS,0,
160,News,5,5,When,when,ADV,advmod,APP-IFF,0,
161,News,5,5,the,the,DET,det,O,0,
162,News,5,5,user,user,NOUN,nsubj,APP-ENT,0,
163,News,5,5,selects,select,VERB,advcl,APP-INP,0,
164,News,5,5,a,a,DET,det,O,0,
165,News,5,5,piece,piece,NOUN,dobj,APP-ENT,0,
166,News,5,5,of,of,ADP,prep,APP-ENT,0,
167,News,5,5,news,news,NOUN,pobj,APP-ENT,0,
168,News,5,5,",",",",PUNCT,punct,O,0,
169,News,5,5,he,-PRON-,PRON,nsubjpass,APP-ENT,0,
170,News,5,5,is,be,AUX,auxpass,O,0,
171,News,5,5,taken,take,VERB,ROOT,APP-ACT,0,
172,News,5,5,to,to,ADP,prep,O,0,
173,News,5,5,a,a,DET,det,O,0,
174,News,5,5,page,page,NOUN,pobj,APP-ENT,0,
175,News,5,5,that,that,DET,nsubj,O,0,
176,News,5,5,shows,show,VERB,relcl,APP-SHO,0,
177,News,5,5,the,the,DET,det,O,0,
178,News,5,5,full,full,ADJ,amod,APP-ENT,0,
179,News,5,5,news,news,NOUN,dobj,APP-ENT,0,
180,News,5,5,including,include,VERB,prep,APP-QLF,0,
181,News,5,5,the,the,DET,det,O,0,
182,News,5,5,image,image,NOUN,pobj,APP-ENT,0,
183,News,5,5,on,on,ADP,prep,APP-POS,0,
184,News,5,5,top,top,NOUN,pobj,APP-POS,0,
185,News,5,5,",",",",PUNCT,punct,O,0,
186,News,5,5,followed,follow,VERB,acl,APP-ACT,0,
187,News,5,5,by,by,ADP,agent,O,0,
188,News,5,5,the,the,DET,det,O,0,
189,News,5,5,news,news,NOUN,compound,APP-ENT,0,
190,News,5,5,title,title,NOUN,pobj,APP-ENT,0,
191,News,5,5,",",",",PUNCT,punct,O,0,
192,News,5,5,authors,author,NOUN,conj,APP-ENT,1,singular
193,News,5,5,",",",",PUNCT,punct,O,0,
194,News,5,5,dates,date,NOUN,conj,APP-ENT,1,singular
195,News,5,5,",",",",PUNCT,punct,O,0,
196,News,5,5,and,and,CCONJ,cc,O,0,
197,News,5,5,the,the,DET,det,O,0,
198,News,5,5,full,full,ADJ,amod,APP-ENT,0,
199,News,5,5,story,story,NOUN,conj,APP-ENT,0,
200,News,6,6,At,at,ADP,prep,APP-POS,0,
201,News,6,6,the,the,DET,det,APP-POS,0,
202,News,6,6,bottom,bottom,NOUN,pobj,APP-POS,0,
203,News,6,6,of,of,ADP,prep,O,0,
204,News,6,6,the,the,DET,det,O,0,
205,News,6,6,full,full,ADJ,amod,APP-QLF,0,
206,News,6,6,news,news,NOUN,compound,APP-QLF,0,
207,News,6,6,page,page,NOUN,pobj,APP-ENT,0,
208,News,6,6,",",",",PUNCT,punct,O,0,
209,News,6,6,user,user,NOUN,nsubj,APP-ENT,0,
210,News,6,6,should,should,VERB,aux,O,0,
211,News,6,6,see,see,VERB,ROOT,APP-SHO,0,
212,News,6,6,a,a,DET,det,O,0,
213,News,6,6,list,list,NOUN,dobj,APP-ENT,0,
214,News,6,6,of,of,ADP,prep,O,0,
215,News,6,6,similar,similar,ADJ,amod,APP-QLF,0,
216,News,6,6,pieces,piece,NOUN,pobj,APP-ENT,0,
217,News,6,6,of,of,ADP,prep,APP-ENT,0,
218,News,6,6,news,news,NOUN,pobj,APP-ENT,0,
219,News,6,6,from,from,ADP,prep,APP-QLF,0,
220,News,6,6,the,the,DET,det,APP-QLF,0,
221,News,6,6,same,same,ADJ,amod,APP-QLF,0,
222,News,6,6,publisher,publisher,NOUN,pobj,APP-ENT,0,
223,News,6,6,followed,follow,VERB,acl,APP-ACT,0,
224,News,6,6,by,by,ADP,agent,O,0,
225,News,6,6,related,related,ADJ,amod,APP-QLF,0,
226,News,6,6,stories,story,NOUN,pobj,APP-ENT,0,
227,News,6,6,from,from,ADP,prep,APP-QLF,0,
228,News,6,6,other,other,ADJ,amod,APP-QLF,0,
229,News,6,6,publishers,publisher,NOUN,pobj,APP-ENT,0,
230,News,7,7,User,User,PROPN,nsubj,APP-ENT,0,
231,News,7,7,should,should,VERB,aux,O,0,
232,News,7,7,be,be,AUX,ROOT,O,0,
233,News,7,7,able,able,ADJ,acomp,O,0,
234,News,7,7,to,to,PART,aux,O,0,
235,News,7,7,click,click,VERB,xcomp,APP-INP,0,
236,News,7,7,on,on,ADP,prep,O,0,
237,News,7,7,a,a,DET,det,O,0,
238,News,7,7,button,button,NOUN,pobj,APP-ENT,0,
239,News,7,7,to,to,PART,aux,O,0,
240,News,7,7,follow,follow,VERB,advcl,APP-ACT,0,
241,News,7,7,the,the,DET,det,O,0,
242,News,7,7,publisher,publisher,NOUN,dobj,APP-ENT,0,
243,News,8,8,If,if,SCONJ,mark,APP-IFF,0,
244,News,8,8,the,the,DET,det,O,0,
245,News,8,8,user,user,NOUN,nsubj,APP-ENT,0,
246,News,8,8,chooses,choose,VERB,advcl,APP-INP,0,
247,News,8,8,to,to,PART,aux,O,0,
248,News,8,8,follow,follow,VERB,xcomp,APP-ACT,0,
249,News,8,8,the,the,DET,det,O,0,
250,News,8,8,publisher,publisher,NOUN,dobj,APP-ENT,0,
251,News,8,8,",",",",PUNCT,punct,O,0,
252,News,8,8,the,the,DET,det,O,0,
253,News,8,8,button,button,NOUN,poss,APP-ENT,0,
254,News,8,8,'s,'s,PART,case,O,0,
255,News,8,8,text,text,NOUN,nsubjpass,APP-ENT,0,
256,News,8,8,should,should,VERB,aux,O,0,
257,News,8,8,be,be,AUX,auxpass,O,0,
258,News,8,8,changed,change,VERB,ROOT,APP-ACT,0,
259,News,8,8,to,to,ADP,prep,O,0,
260,News,8,8,',',PUNCT,punct,O,0,
261,News,8,8,following,follow,VERB,pobj,APP-FIX,0,
262,News,8,8,',',PUNCT,punct,O,0,
263,News,8,8,and,and,CCONJ,cc,O,0,
264,News,8,8,a,a,DET,det,O,0,
265,News,8,8,popup,popup,ADJ,amod,APP-ENT,0,
266,News,8,8,window,window,NOUN,nsubjpass,APP-ENT,0,
267,News,8,8,should,should,VERB,aux,O,0,
268,News,8,8,be,be,AUX,auxpass,O,0,
269,News,8,8,shown,show,VERB,conj,APP-SHO,0,
270,News,8,8,to,to,PART,aux,O,0,
271,News,8,8,allow,allow,VERB,xcomp,APP-ACT,0,
272,News,8,8,the,the,DET,det,O,0,
273,News,8,8,user,user,NOUN,nsubj,APP-ENT,0,
274,News,8,8,link,link,VERB,ccomp,APP-ACT,0,
275,News,8,8,the,the,DET,det,O,0,
276,News,8,8,news,news,NOUN,compound,APP-ENT,0,
277,News,8,8,app,app,NOUN,dobj,APP-ENT,0,
278,News,8,8,with,with,ADP,prep,O,0,
279,News,8,8,his,-PRON-,DET,poss,APP-ENT,0,
280,News,8,8,email,email,NOUN,pobj,APP-ENT,0,
281,News,9,10,If,if,SCONJ,mark,APP-IFF,0,
282,News,9,10,the,the,DET,det,O,0,
283,News,9,10,user,user,NOUN,nsubj,APP-ENT,0,
284,News,9,10,link,link,VERB,advcl,APP-ACT,0,
285,News,9,10,the,the,DET,det,O,0,
286,News,9,10,news,news,NOUN,compound,APP-ENT,0,
287,News,9,10,app,app,NOUN,dobj,APP-ENT,0,
288,News,9,10,to,to,ADP,prep,O,0,
289,News,9,10,his,-PRON-,DET,poss,APP-ENT,0,
290,News,9,10,email,email,NOUN,pobj,APP-ENT,0,
291,News,9,10,",",",",PUNCT,punct,O,0,
292,News,9,10,he,-PRON-,PRON,nsubj,O,0,
293,News,9,10,should,should,VERB,aux,O,0,
294,News,9,10,receive,receive,VERB,ROOT,APP-ACT,0,
295,News,9,10,a,a,DET,det,O,0,
296,News,9,10,daily,daily,ADJ,amod,APP-QLF,0,
297,News,9,10,email,email,NOUN,dobj,APP-ENT,0,
298,News,9,10,including,include,VERB,prep,APP-QLF,0,
299,News,9,10,top,top,ADJ,amod,APP-ENT,0,
300,News,9,10,news,news,NOUN,pobj,APP-ENT,0,
301,News,9,10,for,for,ADP,prep,O,0,
302,News,9,10,that,that,DET,det,APP-ENT,0,
303,News,9,10,days,day,NOUN,pobj,APP-ENT,1,singular
304,News,9,10,with,with,ADP,prep,O,0,
305,News,9,10,links,link,NOUN,pobj,APP-ENT,0,
306,News,9,10,to,to,PART,aux,O,0,
307,News,9,10,see,see,VERB,advcl,APP-ACT,0,
308,News,9,10,those,those,DET,det,APP-ENT,0,
309,News,9,10,news,news,NOUN,dobj,APP-ENT,0,
310,News,9,10,over,over,ADP,prep,APP-QLF,0,
311,News,9,10,the,the,DET,det,APP-QLF,0,
312,News,9,10,web,web,NOUN,pobj,APP-QLF,0,
313,News,10,11,From,from,ADP,prep,O,0,
314,News,10,11,the,the,DET,det,O,0,
315,News,10,11,news,news,NOUN,pobj,APP-QLF,1,order
316,News,10,11,full,full,ADJ,amod,APP-QLF,1,order
317,News,10,11,page,page,NOUN,npadvmod,APP-ENT,0,
318,News,10,11,",",",",PUNCT,punct,O,0,
319,News,10,11,User,User,PROPN,nsubj,APP-ENT,0,
320,News,10,11,should,should,VERB,aux,O,0,
321,News,10,11,be,be,AUX,ROOT,O,0,
322,News,10,11,able,able,ADJ,acomp,O,0,
323,News,10,11,to,to,PART,aux,O,0,
324,News,10,11,go,go,VERB,xcomp,APP-ACT,0,
325,News,10,11,back,back,ADV,advmod,O,0,
326,News,10,11,to,to,ADP,prep,O,0,
327,News,10,11,main,main,ADJ,amod,APP-QLF,0,
328,News,10,11,page,page,NOUN,pobj,APP-ENT,0,
329,News,10,11,by,by,ADP,prep,O,0,
330,News,10,11,clicking,click,VERB,pcomp,APP-INP,0,
331,News,10,11,on,on,ADP,prep,O,0,
332,News,10,11,a,a,DET,det,O,0,
333,News,10,11,back,back,ADJ,compound,APP-ENT,0,
334,News,10,11,button,button,NOUN,pobj,APP-ENT,0,
335,News,10,11,at,at,ADP,prep,APP-POS,0,
336,News,10,11,the,the,DET,det,APP-POS,0,
337,News,10,11,top,top,NOUN,pobj,APP-POS,0,
338,News,10,11,of,of,ADP,prep,O,0,
339,News,10,11,the,the,DET,det,O,0,
340,News,10,11,page,page,NOUN,pobj,APP-ENT,0,
341,News,11,12,user,user,NOUN,nsubj,APP-ENT,0,
342,News,11,12,should,should,VERB,aux,O,0,
343,News,11,12,be,be,AUX,ROOT,O,0,
344,News,11,12,able,able,ADJ,acomp,O,0,
345,News,11,12,to,to,PART,aux,O,0,
346,News,11,12,search,search,VERB,xcomp,APP-ACT,0,
347,News,11,12,for,for,ADP,prep,O,0,
348,News,11,12,a,a,DET,det,O,0,
349,News,11,12,text,text,NOUN,pobj,APP-ENT,0,
350,News,11,12,on,on,ADP,prep,APP-POS,0,
351,News,11,12,top,top,ADJ,amod,APP-POS,0,
352,News,11,12,right,right,ADJ,amod,APP-POS,0,
353,News,11,12,side,side,NOUN,pobj,APP-POS,0,
354,News,11,12,of,of,ADP,prep,O,0,
355,News,11,12,the,the,DET,det,O,0,
356,News,11,12,main,main,ADJ,amod,APP-QLF,0,
357,News,11,12,page,page,NOUN,pobj,APP-ENT,0,
358,News,11,13, , ,SPACE,,O,0,
359,News,11,13,As,as,SCONJ,prep,O,0,
360,News,11,13,user,user,NOUN,compound,APP-ENT,0,
361,News,11,13,types,type,NOUN,pobj,APP-ACT,0,
362,News,11,13,in,in,ADP,prep,APP-ACT,0,
363,News,11,13,",",",",PUNCT,punct,O,0,
364,News,11,13,a,a,DET,det,O,0,
365,News,11,13,search,search,NOUN,nsubj,APP-ACT,0,
366,News,11,13,has,have,AUX,advcl,APP-ACT,0,
367,News,11,13,to,to,PART,aux,APP-ACT,0,
368,News,11,13,be,be,AUX,auxpass,APP-ACT,0,
369,News,11,13,made,make,VERB,xcomp,APP-ACT,0,
370,News,11,13,based,base,VERB,prep,O,0,
371,News,11,13,on,on,ADP,prep,O,0,
372,News,11,13,the,the,DET,det,O,0,
373,News,11,13,characters,character,NOUN,pobj,APP-ENT,0,
374,News,11,13,entered,enter,VERB,conj,APP-QLF,0,
375,News,11,13,",",",",PUNCT,punct,O,0,
376,News,11,13,the,the,DET,det,O,0,
377,News,11,13,top,top,ADJ,amod,APP-QLF,0,
378,News,11,13,match,match,NOUN,nsubjpass,APP-ENT,0,
379,News,11,13,should,should,VERB,aux,O,0,
380,News,11,13,be,be,AUX,auxpass,O,0,
381,News,11,13,shown,show,VERB,ROOT,APP-SHO,0,
382,News,11,13,first,first,ADV,advmod,APP-QLF,0,
383,News,11,13,",",",",PUNCT,punct,O,0,
384,News,11,13,followed,follow,VERB,advcl,APP-ACT,0,
385,News,11,13,by,by,ADP,agent,O,0,
386,News,11,13,stories,story,NOUN,pobj,APP-ENT,0,
387,News,11,13,containing,contain,VERB,acl,APP-QLF,0,
388,News,11,13,the,the,DET,det,O,0,
389,News,11,13,search,search,NOUN,compound,APP-ENT,0,
390,News,11,13,phrase,phrase,NOUN,dobj,APP-ENT,0,
391,News,11,13,",",",",PUNCT,punct,O,0,
392,News,11,13,followed,follow,VERB,advcl,APP-ACT,0,
393,News,11,13,by,by,ADP,agent,O,0,
394,News,11,13,channels,channel,NOUN,pobj,APP-ENT,0,
395,News,11,13,that,that,DET,nsubj,O,0,
396,News,11,13,normally,normally,ADV,advmod,APP-QLF,0,
397,News,11,13,publish,publish,VERB,relcl,APP-QLF,0,
398,News,11,13,news,news,NOUN,dobj,APP-QLF,0,
399,News,11,13,related,relate,VERB,acl,APP-QLF,0,
400,News,11,13,to,to,ADP,prep,O,0,
401,News,11,13,the,the,DET,det,O,0,
402,News,11,13,search,search,NOUN,compound,APP-ENT,0,
403,News,11,13,term,term,NOUN,pobj,APP-ENT,0,
404,News,11,13,",",",",PUNCT,punct,O,0,
405,News,11,13,followed,follow,VERB,advcl,APP-ACT,0,
406,News,11,13,by,by,ADP,agent,O,0,
407,News,11,13,topics,topic,NOUN,pobj,APP-ENT,0,
408,News,11,13,containing,contain,VERB,acl,APP-QLF,0,
409,News,11,13,the,the,DET,det,O,0,
410,News,11,13,search,search,NOUN,compound,APP-ENT,0,
411,News,11,13,term,term,NOUN,dobj,APP-ENT,0,
412,News,12,14,On,on,ADP,prep,O,0,
413,News,12,14,the,the,DET,det,O,0,
414,News,12,14,news,news,NOUN,pobj,APP-QLF,1,order
415,News,12,14,full,full,ADJ,amod,APP-QLF,1,order
416,News,12,14,page,page,NOUN,nsubj,APP-ENT,0,
417,News,12,14,",",",",PUNCT,punct,O,0,
418,News,12,14,next,next,ADV,advmod,APP-POS,0,
419,News,12,14,to,to,ADP,prep,APP-POS,0,
420,News,12,14,the,the,DET,det,O,0,
421,News,12,14,search,search,NOUN,pobj,APP-ENT,0,
422,News,12,14,should,should,VERB,aux,O,0,
423,News,12,14,be,be,AUX,ROOT,O,0,
424,News,12,14,a,a,DET,det,O,0,
425,News,12,14,button,button,NOUN,attr,APP-ENT,0,
426,News,12,14,with,with,ADP,prep,O,0,
427,News,12,14,an,an,DET,det,O,0,
428,News,12,14,up,up,ADJ,amod,APP-ENT,0,
429,News,12,14,arrow,arrow,NOUN,pobj,APP-ENT,0,
430,News,12,14,that,that,SCONJ,punct,O,0,
431,News,12,14,when,when,ADV,advmod,APP-IFF,0,
432,News,12,14,clicked,click,VERB,nsubj,APP-INP,0,
433,News,12,14,should,should,VERB,aux,O,0,
434,News,12,14,show,show,VERB,advcl,APP-SHO,0,
435,News,12,14,a,a,DET,det,O,0,
436,News,12,14,list,list,NOUN,dobj,APP-ENT,0,
437,News,12,14,of,of,ADP,prep,O,0,
438,News,12,14,options,option,NOUN,pobj,APP-ENT,0,
439,News,12,14,to,to,PART,aux,O,0,
440,News,12,14,share,share,VERB,advcl,APP-ACT,0,
441,News,12,14,the,the,DET,det,O,0,
442,News,12,14,news,news,NOUN,dobj,APP-ENT,0,
443,News,12,15, , ,SPACE,,O,0,
444,News,12,15,The,the,DET,det,O,0,
445,News,12,15,options,option,NOUN,nsubj,APP-ENT,0,
446,News,12,15,should,should,VERB,aux,O,0,
447,News,12,15,be,be,AUX,ROOT,APP-QLF,0,
448,News,12,15,email,email,NOUN,attr,APP-ACT,0,
449,News,12,15,",",",",PUNCT,punct,O,0,
450,News,12,15,post,post,NOUN,conj,APP-ACT,0,
451,News,12,15,on,on,ADP,prep,APP-ACT,0,
452,News,12,15,social,social,ADJ,amod,APP-ACT,0,
453,News,12,15,media,medium,NOUN,pobj,APP-ACT,0,
454,News,12,15,",",",",PUNCT,punct,O,0,
455,News,12,15,and,and,CCONJ,cc,O,0,
456,News,12,15,open,open,ADJ,conj,APP-ACT,0,
457,News,12,15,in,in,ADP,prep,O,0,
458,News,12,15,the,the,DET,det,O,0,
459,News,12,15,following,follow,VERB,amod,APP-ENT,0,
460,News,12,15,apps,app,NOUN,pobj,APP-ENT,0,
461,News,12,15,:,:,PUNCT,punct,O,0,
462,News,12,15,notes,note,NOUN,appos,APP-ENT,0,
463,News,12,15,",",",",PUNCT,punct,O,0,
464,News,12,15,messages,message,NOUN,conj,APP-ENT,0,
465,News,12,15,",",",",PUNCT,punct,O,0,
466,News,12,15,and,and,CCONJ,cc,O,0,
467,News,12,15,browser,browser,NOUN,conj,APP-ENT,0,
468,News,13,16,On,on,ADP,prep,O,0,
469,News,13,16,the,the,DET,det,O,0,
470,News,13,16,main,main,ADJ,amod,APP-QLF,0,
471,News,13,16,page,page,NOUN,pobj,APP-ENT,0,
472,News,13,16,",",",",PUNCT,punct,O,0,
473,News,13,16,if,if,SCONJ,mark,APP-IFF,0,
474,News,13,16,the,the,DET,det,O,0,
475,News,13,16,user,user,NOUN,nsubj,APP-ENT,0,
476,News,13,16,clicks,click,VERB,advcl,APP-INP,0,
477,News,13,16,on,on,ADP,prep,O,0,
478,News,13,16,a,a,DET,det,O,0,
479,News,13,16,channel,channel,NOUN,pobj,APP-ENT,0,
480,News,13,16,",",",",PUNCT,punct,O,0,
481,News,13,16,all,all,DET,predet,APP-QLF,0,
482,News,13,16,the,the,DET,det,O,0,
483,News,13,16,news,news,NOUN,nsubjpass,APP-ENT,0,
484,News,13,16,for,for,ADP,prep,O,0,
485,News,13,16,that,that,DET,det,APP-ENT,0,
486,News,13,16,channel,channel,NOUN,pobj,APP-ENT,0,
487,News,13,16,should,should,VERB,aux,O,0,
488,News,13,16,be,be,AUX,auxpass,O,0,
489,News,13,16,displayed,display,VERB,ROOT,APP-SHO,0,
490,News,13,16,to,to,ADP,prep,APP-POS,0,
491,News,13,16,the,the,DET,det,APP-POS,0,
492,News,13,16,right,right,NOUN,pobj,APP-POS,0,
493,News,14,17,The,the,DET,det,O,0,
494,News,14,17,channels,channel,NOUN,nsubj,APP-ENT,0,
