,APP,REQ,SENT,WORD,LEMMA,POS,DEP,TAG7,,,APP,REQ,SENT,WORD,POS,TAG1,TAG2,TAG3,TAG4,TAG5,TAG6,TAG7
121,News,3,3,",",",",PUNCT,punct,O,,121,News,3,3,",",",",0,,,,,,O
122,News,3,3,and,and,CCONJ,cc,O,,122,News,3,3,and,CC,0,,,,,,O
123,News,3,3,when,when,ADV,advmod,APP-ENT,,123,News,3,3,when,WRB,0,,,,,,APP-ENT
124,News,3,3,the,the,DET,det,APP-ENT,,124,News,3,3,the,DT,0,,,,,,APP-ENT
125,News,3,3,news,news,NOUN,nsubjpass,APP-ENT,,125,News,3,3,news,NN,0,,,,,,APP-ENT
126,News,3,3,was,be,AUX,auxpass,APP-ENT,,126,News,3,3,was,VBD,0,,,,,,APP-ENT
127,News,3,3,originally,originally,ADV,advmod,APP-ENT,,127,News,3,3,originally,RB,0,,,,,,APP-ENT
128,News,3,3,released,release,VERB,advcl,APP-ENT,,128,News,3,3,released,VBN,0,,,,,,APP-ENT
129,News,4,4,The,the,DET,det,O,,129,News,4,4,The,DT,0,,,,,,O
130,News,4,4,news,news,NOUN,nsubjpass,APP-ENT,,130,News,4,4,news,NN,0,,,,,,APP-ENT
131,News,4,4,should,should,VERB,aux,O,,131,News,4,4,should,MD,0,,,,,,O
132,News,4,4,be,be,AUX,auxpass,O,,132,News,4,4,be,VB,0,,,,,,O
133,News,4,4,organized,organize,VERB,ROOT,APP-SHO,,133,News,4,4,organized,VBN,0,,,,,,APP-SHO
134,News,4,4,in,in,ADP,prep,O,,134,News,4,4,in,IN,0,,,,,,O
135,News,4,4,three,three,NUM,nummod,APP-QLF,,135,News,4,4,three,CD,0,,,,,,APP-QLF
136,News,4,4,sections,section,NOUN,pobj,APP-ENT,,136,News,4,4,sections,NNP,0,,,,,,APP-ENT
137,News,4,4,:,:,PUNCT,punct,O,,137,News,4,4,:,:,0,,,,,,O
138,News,4,4,top,top,ADJ,amod,APP-ENT,,138,News,4,4,top,JJ,0,,,,,,APP-ENT
139,News,4,4,stories,story,NOUN,appos,APP-ENT,,139,News,4,4,stories,NN,0,,,,,,APP-ENT
140,News,4,4,on,on,ADP,prep,APP-POS,,140,News,4,4,on,IN,0,,,,,,APP-POS
141,News,4,4,the,the,DET,det,APP-POS,,141,News,4,4,the,DT,0,,,,,,APP-POS
142,News,4,4,top,top,NOUN,pobj,APP-POS,,142,News,4,4,top,NN,0,,,,,,APP-POS
143,News,4,4,",",",",PUNCT,punct,O,,143,News,4,4,",",",",0,,,,,,O
144,News,4,4,followed,follow,VERB,acl,APP-ACT,,144,News,4,4,followed,VBN,0,,,,,,APP-ACT
145,News,4,4,by,by,ADP,agent,O,,145,News,4,4,by,IN,0,,,,,,O
146,News,4,4,tending,tend,VERB,pcomp,APP-ENT,,146,News,4,4,trending,VBG,1,other,,,,,APP-ENT
147,News,4,4,news,news,NOUN,dobj,APP-ENT,,147,News,4,4,news,NN,0,,,,,,APP-ENT
148,News,4,4,",",",",PUNCT,punct,O,,148,News,4,4,",",",",0,,,,,,O
149,News,4,4,and,and,CCONJ,cc,O,,149,News,4,4,and,CC,0,,,,,,O
150,News,4,4,a,a,DET,det,O,,150,News,4,4,a,DT,0,,,,,,O
151,News,4,4,section,section,NOUN,conj,APP-ENT,,151,News,4,4,section,NN,0,,,,,,APP-ENT
152,News,4,4,called,call,VERB,acl,APP-QLF,,152,News,4,4,called,VBN,0,,,,,,APP-QLF
153,News,4,4,',',PUNCT,punct,O,,153,News,4,4,',',0,,,,,,O
154,News,4,4,For,for,ADP,prep,APP-FIX,,154,News,4,4,For,CD,0,,,,,,APP-FIX
155,News,4,4,You,-PRON-,PRON,pobj,APP-FIX,,155,News,4,4,You,PRP,0,,,,,,APP-FIX
156,News,4,4,',',PUNCT,punct,O,,156,News,4,4,',',0,,,,,,O
157,News,4,4,at,at,ADP,prep,APP-POS,,157,News,4,4,at,IN,0,,,,,,APP-POS
158,News,4,4,the,the,DET,det,APP-POS,,158,News,4,4,the,DT,0,,,,,,APP-POS
159,News,4,4,bottom,bottom,NOUN,pobj,APP-POS,,159,News,4,4,bottom,NN,0,,,,,,APP-POS
160,News,5,5,When,when,ADV,advmod,APP-IFF,,160,News,5,5,When,WRB,0,,,,,,APP-IFF
161,News,5,5,the,the,DET,det,O,,161,News,5,5,the,DT,0,,,,,,O
162,News,5,5,user,user,NOUN,nsubj,APP-ENT,,162,News,5,5,user,NN,0,,,,,,APP-ENT
163,News,5,5,selects,select,VERB,advcl,APP-INP,,163,News,5,5,selects,VBZ,0,,,,,,APP-INP
164,News,5,5,a,a,DET,det,O,,164,News,5,5,a,DT,0,,,,,,O
165,News,5,5,piece,piece,NOUN,dobj,APP-ENT,,165,News,5,5,piece,NN,0,,,,,,APP-ENT
166,News,5,5,of,of,ADP,prep,APP-ENT,,166,News,5,5,of,IN,0,,,,,,APP-ENT
167,News,5,5,news,news,NOUN,pobj,APP-ENT,,167,News,5,5,news,NN,0,,,,,,APP-ENT
168,News,5,5,",",",",PUNCT,punct,O,,168,News,5,5,",",",",0,,,,,,O
169,News,5,5,he,-PRON-,PRON,nsubjpass,APP-ENT,,169,News,5,5,he,PRP,0,,,,,,APP-ENT
170,News,5,5,is,be,AUX,auxpass,O,,170,News,5,5,is,VBZ,0,,,,,,O
171,News,5,5,taken,take,VERB,ROOT,APP-ACT,,171,News,5,5,taken,VBN,0,,,,,,APP-ACT
172,News,5,5,to,to,ADP,prep,O,,172,News,5,5,to,TO,0,,,,,,O
173,News,5,5,a,a,DET,det,O,,173,News,5,5,a,DT,0,,,,,,O
174,News,5,5,page,page,NOUN,pobj,APP-ENT,,174,News,5,5,page,NN,0,,,,,,APP-ENT
175,News,5,5,that,that,DET,nsubj,O,,175,News,5,5,that,WDT,0,,,,,,O
176,News,5,5,shows,show,VERB,relcl,APP-SHO,,176,News,5,5,shows,VBP,0,,,,,,APP-SHO
177,News,5,5,the,the,DET,det,O,,177,News,5,5,the,DT,0,,,,,,O
178,News,5,5,full,full,ADJ,amod,APP-ENT,,178,News,5,5,full,JJ,0,,,,,,APP-ENT
179,News,5,5,news,news,NOUN,dobj,APP-ENT,,179,News,5,5,news,NN,0,,,,,,APP-ENT
180,News,5,5,including,include,VERB,prep,APP-QLF,,180,News,5,5,including,VBG,0,,,,,,APP-QLF
181,News,5,5,the,the,DET,det,O,,181,News,5,5,the,DT,0,,,,,,O
182,News,5,5,image,image,NOUN,pobj,APP-ENT,,182,News,5,5,image,NN,0,,,,,,APP-ENT
183,News,5,5,on,on,ADP,prep,APP-POS,,183,News,5,5,on,IN,0,,,,,,APP-POS
184,News,5,5,top,top,NOUN,pobj,APP-POS,,184,News,5,5,top,NN,0,,,,,,APP-POS
185,News,5,5,",",",",PUNCT,punct,O,,185,News,5,5,",",",",0,,,,,,O
186,News,5,5,followed,follow,VERB,acl,APP-ACT,,186,News,5,5,followed,VBN,0,,,,,,APP-ACT
187,News,5,5,by,by,ADP,agent,O,,187,News,5,5,by,IN,0,,,,,,O
188,News,5,5,the,the,DET,det,O,,188,News,5,5,the,DT,0,,,,,,O
189,News,5,5,news,news,NOUN,compound,APP-ENT,,189,News,5,5,news,NN,0,,,,,,APP-ENT
190,News,5,5,title,title,NOUN,pobj,APP-ENT,,190,News,5,5,title,NN,0,,,,,,APP-ENT
191,News,5,5,",",",",PUNCT,punct,O,,191,News,5,5,",",",",0,,,,,,O
192,News,5,5,authors,author,NOUN,conj,APP-ENT,,192,News,5,5,author,NN,1,singular,,,,,APP-ENT
193,News,5,5,",",",",PUNCT,punct,O,,193,News,5,5,",",",",0,,,,,,O
194,News,5,5,dates,date,NOUN,conj,APP-ENT,,194,News,5,5,date,NN,1,singular,,,,,APP-ENT
195,News,5,5,",",",",PUNCT,punct,O,,195,News,5,5,",",",",0,,,,,,O
196,News,5,5,and,and,CCONJ,cc,O,,196,News,5,5,and,CC,0,,,,,,O
197,News,5,5,the,the,DET,det,O,,197,News,5,5,the,DT,0,,,,,,O
198,News,5,5,full,full,ADJ,amod,APP-ENT,,198,News,5,5,full,JJ,0,,,,,,APP-ENT
199,News,5,5,story,story,NOUN,conj,APP-ENT,,199,News,5,5,story,NN,0,,,,,,APP-ENT
200,News,6,6,At,at,ADP,prep,APP-POS,,200,News,6,6,At,IN,0,,,,,,APP-POS
201,News,6,6,the,the,DET,det,APP-POS,,201,News,6,6,the,DT,0,,,,,,APP-POS
202,News,6,6,bottom,bottom,NOUN,pobj,APP-POS,,202,News,6,6,bottom,NN,0,,,,,,APP-POS
203,News,6,6,of,of,ADP,prep,O,,203,News,6,6,of,IN,0,,,,,,O
204,News,6,6,the,the,DET,det,O,,204,News,6,6,the,DT,0,,,,,,O
205,News,6,6,full,full,ADJ,amod,APP-QLF,,205,News,6,6,full,JJ,0,,,,,,APP-QLF
206,News,6,6,news,news,NOUN,compound,APP-QLF,,206,News,6,6,news,NN,0,,,,,,APP-QLF
207,News,6,6,page,page,NOUN,pobj,APP-ENT,,207,News,6,6,page,NN,0,,,,,,APP-ENT
208,News,6,6,",",",",PUNCT,punct,O,,208,News,6,6,",",",",0,,,,,,O
209,News,6,6,user,user,NOUN,nsubj,APP-ENT,,209,News,6,6,user,NN,0,,,,,,APP-ENT
210,News,6,6,should,should,VERB,aux,O,,210,News,6,6,should,MD,0,,,,,,O
211,News,6,6,see,see,VERB,ROOT,APP-SHO,,211,News,6,6,see,VB,0,,,,,,APP-SHO
212,News,6,6,a,a,DET,det,O,,212,News,6,6,a,DT,0,,,,,,O
213,News,6,6,list,list,NOUN,dobj,APP-ENT,,213,News,6,6,list,NN,0,,,,,,APP-ENT
214,News,6,6,of,of,ADP,prep,O,,214,News,6,6,of,IN,0,,,,,,O
215,News,6,6,similar,similar,ADJ,amod,APP-QLF,,215,News,6,6,similar,JJ,0,,,,,,APP-QLF
216,News,6,6,pieces,piece,NOUN,pobj,APP-ENT,,216,News,6,6,pieces,NN,0,,,,,,APP-ENT
217,News,6,6,of,of,ADP,prep,APP-ENT,,217,News,6,6,of,IN,0,,,,,,APP-ENT
218,News,6,6,news,news,NOUN,pobj,APP-ENT,,218,News,6,6,news,NN,0,,,,,,APP-ENT
219,News,6,6,from,from,ADP,prep,APP-QLF,,219,News,6,6,from,IN,0,,,,,,APP-QLF
220,News,6,6,the,the,DET,det,APP-QLF,,220,News,6,6,the,DT,0,,,,,,APP-QLF
221,News,6,6,same,same,ADJ,amod,APP-QLF,,221,News,6,6,same,JJ,0,,,,,,APP-QLF
222,News,6,6,publisher,publisher,NOUN,pobj,APP-ENT,,222,News,6,6,publisher,NN,0,,,,,,APP-ENT
223,News,6,6,followed,follow,VERB,acl,APP-ACT,,223,News,6,6,followed,VBN,0,,,,,,APP-ACT
224,News,6,6,by,by,ADP,agent,O,,224,News,6,6,by,IN,0,,,,,,O
225,News,6,6,related,related,ADJ,amod,APP-QLF,,225,News,6,6,related,JJ,0,,,,,,APP-QLF
226,News,6,6,stories,story,NOUN,pobj,APP-ENT,,226,News,6,6,stories,NN,0,,,,,,APP-ENT
227,News,6,6,from,from,ADP,prep,APP-QLF,,227,News,6,6,from,IN,0,,,,,,APP-QLF
228,News,6,6,other,other,ADJ,amod,APP-QLF,,228,News,6,6,other,JJ,0,,,,,,APP-QLF
229,News,6,6,publishers,publisher,NOUN,pobj,APP-ENT,,229,News,6,6,publishers,NN,0,,,,,,APP-ENT
230,News,7,7,User,User,PROPN,nsubj,APP-ENT,,230,News,7,7,User,NNP,0,,,,,,APP-ENT
231,News,7,7,should,should,VERB,aux,O,,231,News,7,7,should,MD,0,,,,,,O
232,News,7,7,be,be,AUX,ROOT,O,,232,News,7,7,be,VB,0,,,,,,O
233,News,7,7,able,able,ADJ,acomp,O,,233,News,7,7,able,JJ,0,,,,,,O
234,News,7,7,to,to,PART,aux,O,,234,News,7,7,to,TO,0,,,,,,O
235,News,7,7,click,click,VERB,xcomp,APP-INP,,235,News,7,7,click,VB,0,,,,,,APP-INP
236,News,7,7,on,on,ADP,prep,O,,236,News,7,7,on,IN,0,,,,,,O
237,News,7,7,a,a,DET,det,O,,237,News,7,7,a,DT,0,,,,,,O
238,News,7,7,button,button,NOUN,pobj,APP-ENT,,238,News,7,7,button,NN,0,,,,,,APP-ENT
239,News,7,7,to,to,PART,aux,O,,239,News,7,7,to,TO,0,,,,,,O
240,News,7,7,follow,follow,VERB,advcl,APP-ACT,,240,News,7,7,follow,VB,0,,,,,,APP-ACT
241,News,7,7,the,the,DET,det,O,,241,News,7,7,the,DT,0,,,,,,O
242,News,7,7,publisher,publisher,NOUN,dobj,APP-ENT,,242,News,7,7,publisher,NN,0,,,,,,APP-ENT
243,News,8,8,If,if,SCONJ,mark,APP-IFF,,243,News,8,8,If,IN,0,,,,,,APP-IFF
244,News,8,8,the,the,DET,det,O,,244,News,8,8,the,DT,0,,,,,,O
245,News,8,8,user,user,NOUN,nsubj,APP-ENT,,245,News,8,8,user,NN,0,,,,,,APP-ENT
246,News,8,8,chooses,choose,VERB,advcl,APP-INP,,246,News,8,8,chooses,VBZ,0,,,,,,APP-INP
247,News,8,8,to,to,PART,aux,O,,247,News,8,8,to,TO,0,,,,,,O
248,News,8,8,follow,follow,VERB,xcomp,APP-ACT,,248,News,8,8,follow,VB,0,,,,,,APP-ACT
249,News,8,8,the,the,DET,det,O,,249,News,8,8,the,DT,0,,,,,,O
250,News,8,8,publisher,publisher,NOUN,dobj,APP-ENT,,250,News,8,8,publisher,NN,0,,,,,,APP-ENT
251,News,8,8,",",",",PUNCT,punct,O,,251,News,8,8,",",",",0,,,,,,O
252,News,8,8,the,the,DET,det,O,,252,News,8,8,the,DT,0,,,,,,O
253,News,8,8,button,button,NOUN,poss,APP-ENT,,253,News,8,8,button,NN,0,,,,,,APP-ENT
254,News,8,8,'s,'s,PART,case,O,,254,News,8,8,'s,POS,0,,,,,,O
255,News,8,8,text,text,NOUN,nsubjpass,APP-ENT,,255,News,8,8,text,NN,0,,,,,,APP-ENT
256,News,8,8,should,should,VERB,aux,O,,256,News,8,8,should,MD,0,,,,,,O
257,News,8,8,be,be,AUX,auxpass,O,,257,News,8,8,be,VB,0,,,,,,O
258,News,8,8,changed,change,VERB,ROOT,APP-ACT,,258,News,8,8,changed,VBN,0,,,,,,APP-ACT
259,News,8,8,to,to,ADP,prep,O,,259,News,8,8,to,TO,0,,,,,,O
260,News,8,8,',',PUNCT,punct,O,,260,News,8,8,',',0,,,,,,O
261,News,8,8,following,follow,VERB,pobj,APP-FIX,,261,News,8,8,following,VBG,0,,,,,,APP-FIX
262,News,8,8,',',PUNCT,punct,O,,262,News,8,8,',',0,,,,,,O
263,News,8,8,and,and,CCONJ,cc,O,,263,News,8,8,and,CC,0,,,,,,O
264,News,8,8,a,a,DET,det,O,,264,News,8,8,a,DT,0,,,,,,O
265,News,8,8,popup,popup,ADJ,amod,APP-ENT,,265,News,8,8,popup,NN,0,,,,,,APP-ENT
266,News,8,8,window,window,NOUN,nsubjpass,APP-ENT,,266,News,8,8,window,NN,0,,,,,,APP-ENT
267,News,8,8,should,should,VERB,aux,O,,267,News,8,8,should,MD,0,,,,,,O
