,APP,REQ,SENT,WORD,POS,TAG1,TAG2,TAG3,TAG4,TAG5,TAG6,TAG7,,
122,News,3,3,and,CC,,,,,,,O,,
123,News,3,3,when,WRB,,,,,,,APP-ENT,,
124,News,3,3,the,DT,,,,,,,APP-ENT,,
125,News,3,3,news,NN,,,,,,,APP-ENT,,
126,News,3,3,was,VBD,,,,,,,APP-ENT,,
127,News,3,3,originally,RB,,,,,,,APP-ENT,,
128,News,3,3,released,VBN,,,,,,,APP-ENT,,
129,News,4,4,The,DT,,,,,,,O,,
130,News,4,4,news,NN,,,,,,,APP-ENT,,
131,News,4,4,should,MD,,,,,,,O,,
132,News,4,4,be,VB,,,,,,,O,,
133,News,4,4,organized,VBN,,,,,,,APP-SHO,,
134,News,4,4,in,IN,,,,,,,O,,
135,News,4,4,three,CD,,,,,,,APP-QLF,,
136,News,4,4,sections,NNP,,,,,,,APP-ENT,,
137,News,4,4,:,:,,,,,,,O,,
138,News,4,4,top,JJ,,,,,,,APP-ENT,,
139,News,4,4,story,NN,,,,,,,APP-ENT,,
140,News,4,4,on,IN,,,,,,,APP-POS,,
141,News,4,4,the,DT,,,,,,,APP-POS,,
142,News,4,4,top,NN,,,,,,,APP-POS,,
143,News,4,4,",",",",,,,,,,O,,
144,News,4,4,followed,VBN,,,,,,,APP-ACT,,
145,News,4,4,by,IN,,,,,,,O,,
146,News,4,4,trending,VBG,,,,,,,APP-ENT,,
147,News,4,4,news,NN,,,,,,,APP-ENT,,
148,News,4,4,",",",",,,,,,,O,,
149,News,4,4,and,CC,,,,,,,O,,
150,News,4,4,a,DT,,,,,,,O,,
151,News,4,4,section,NN,,,,,,,APP-ENT,,
152,News,4,4,called,VBN,,,,,,,APP-QLF,,
153,News,4,4,',',,,,,,,O,,
154,News,4,4,For,CD,,,,,,,APP-FIX,,
155,News,4,4,You,PRP,,,,,,,APP-FIX,,
156,News,4,4,',',,,,,,,O,,
157,News,4,4,at,IN,,,,,,,APP-POS,,
158,News,4,4,the,DT,,,,,,,APP-POS,,
159,News,4,4,bottom,NN,,,,,,,APP-POS,,
160,News,5,5,When,WRB,,,,,,,APP-IFF,,
161,News,5,5,the,DT,,,,,,,O,,
162,News,5,5,user,NN,,,,,,,APP-ENT,,
163,News,5,5,selects,VBZ,,,,,,,APP-INP,,
164,News,5,5,a,DT,,,,,,,O,,
165,News,5,5,piece,NN,,,,,,,APP-ENT,,
166,News,5,5,of,IN,,,,,,,APP-ENT,,
167,News,5,5,news,NN,,,,,,,APP-ENT,,
168,News,5,5,",",",",,,,,,,O,,
169,News,5,5,he,PRP,,,,,,,APP-ENT,,
170,News,5,5,is,VBZ,,,,,,,O,,
171,News,5,5,taken,VBN,,,,,,,APP-ACT,,
172,News,5,5,to,TO,,,,,,,O,,
173,News,5,5,a,DT,,,,,,,O,,
174,News,5,5,page,NN,,,,,,,APP-ENT,,
175,News,5,5,that,WDT,,,,,,,O,,
176,News,5,5,show,VBP,,,,,,,APP-SHO,,
177,News,5,5,the,DT,,,,,,,O,,
178,News,5,5,full,JJ,,,,,,,APP-ENT,,
179,News,5,5,news,NN,,,,,,,APP-ENT,,
180,News,5,5,including,VBG,,,,,,,APP-QLF,,
181,News,5,5,the,DT,,,,,,,O,,
182,News,5,5,image,NN,,,,,,,APP-ENT,,
183,News,5,5,on,IN,,,,,,,APP-POS,,
184,News,5,5,top,NN,,,,,,,APP-POS,,
185,News,5,5,",",",",,,,,,,O,,
186,News,5,5,followed,VBN,,,,,,,APP-ACT,,
187,News,5,5,by,IN,,,,,,,O,,
188,News,5,5,the,DT,,,,,,,O,,
189,News,5,5,news,NN,,,,,,,APP-ENT,,
190,News,5,5,title,NN,,,,,,,APP-ENT,,
191,News,5,5,",",",",,,,,,,O,,
192,News,5,5,author,NN,,,,,,,APP-ENT,,
193,News,5,5,",",",",,,,,,,O,,
194,News,5,5,date,NN,,,,,,,APP-ENT,,
195,News,5,5,",",",",,,,,,,O,,
196,News,5,5,and,CC,,,,,,,O,,
197,News,5,5,the,DT,,,,,,,O,,
198,News,5,5,full,JJ,,,,,,,APP-ENT,,
199,News,5,5,story,NN,,,,,,,APP-ENT,,
200,News,6,6,At,IN,,,,,,,APP-POS,,
201,News,6,6,the,DT,,,,,,,APP-POS,,
202,News,6,6,bottom,NN,,,,,,,APP-POS,,
203,News,6,6,of,IN,,,,,,,O,,
204,News,6,6,the,DT,,,,,,,O,,
205,News,6,6,full,JJ,,,,,,,APP-QLF,,
206,News,6,6,news,NN,,,,,,,APP-QLF,,
207,News,6,6,page,NN,,,,,,,APP-ENT,,
208,News,6,6,",",",",,,,,,,O,,
209,News,6,6,user,NN,,,,,,,APP-ENT,,
210,News,6,6,should,MD,,,,,,,O,,
211,News,6,6,see,VB,,,,,,,APP-SHO,,
212,News,6,6,a,DT,,,,,,,O,,
213,News,6,6,list,NN,,,,,,,APP-ENT,,
214,News,6,6,of,IN,,,,,,,O,,
215,News,6,6,similar,JJ,,,,,,,APP-QLF,,
216,News,6,6,piece,NN,,,,,,,APP-ENT,,
217,News,6,6,of,IN,,,,,,,APP-ENT,,
218,News,6,6,news,NN,,,,,,,APP-ENT,,
219,News,6,6,from,IN,,,,,,,APP-QLF,,
220,News,6,6,the,DT,,,,,,,APP-QLF,,
221,News,6,6,same,JJ,,,,,,,APP-QLF,,
222,News,6,6,publisher,NN,,,,,,,APP-ENT,,
223,News,6,6,followed,VBN,,,,,,,APP-ACT,,
224,News,6,6,by,IN,,,,,,,O,,
225,News,6,6,related,JJ,,,,,,,APP-QLF,,
226,News,6,6,story,NN,,,,,,,APP-ENT,,
227,News,6,6,from,IN,,,,,,,APP-QLF,,
228,News,6,6,other,JJ,,,,,,,APP-QLF,,
229,News,6,6,publisher,NN,,,,,,,APP-ENT,,
230,News,7,7,User,NNP,,,,,,,APP-ENT,,
231,News,7,7,should,MD,,,,,,,O,,
232,News,7,7,be,VB,,,,,,,O,,
233,News,7,7,able,JJ,,,,,,,O,,
234,News,7,7,to,TO,,,,,,,O,,
235,News,7,7,click,VB,,,,,,,APP-INP,,
236,News,7,7,on,IN,,,,,,,O,,
237,News,7,7,a,DT,,,,,,,O,,
238,News,7,7,button,NN,,,,,,,APP-ENT,,
239,News,7,7,to,TO,,,,,,,O,,
240,News,7,7,follow,VB,,,,,,,APP-ACT,,
241,News,7,7,the,DT,,,,,,,O,,
242,News,7,7,publisher,NN,,,,,,,APP-ENT,,
243,News,8,8,If,IN,,,,,,,APP-IFF,,
244,News,8,8,the,DT,,,,,,,O,,
245,News,8,8,user,NN,,,,,,,APP-ENT,,
246,News,8,8,chooses,VBZ,,,,,,,APP-INP,,
247,News,8,8,to,TO,,,,,,,O,,
248,News,8,8,follow,VB,,,,,,,APP-ACT,,
249,News,8,8,the,DT,,,,,,,O,,
250,News,8,8,publisher,NN,,,,,,,APP-ENT,,
251,News,8,8,",",",",,,,,,,O,,
252,News,8,8,the,DT,,,,,,,O,,
253,News,8,8,button,NN,,,,,,,APP-ENT,,
254,News,8,8,s,POS,,,,,,,O,,
255,News,8,8,text,NN,,,,,,,APP-ENT,,
256,News,8,8,should,MD,,,,,,,O,,
257,News,8,8,be,VB,,,,,,,O,,
258,News,8,8,changed,VBN,,,,,,,APP-ACT,,
259,News,8,8,to,TO,,,,,,,O,,
260,News,8,8,',',,,,,,,O,,
261,News,8,8,following,VBG,,,,,,,APP-FIX,,
262,News,8,8,',',,,,,,,O,,
263,News,8,8,and,CC,,,,,,,O,,
264,News,8,8,a,DT,,,,,,,O,,
265,News,8,8,popup,NN,,,,,,,APP-ENT,,
266,News,8,8,window,NN,,,,,,,APP-ENT,,
267,News,8,8,should,MD,,,,,,,O,,
268,News,8,8,be,VB,,,,,,,O,,
269,News,8,8,shown,VBN,,,,,,,APP-SHO,,
270,News,8,8,to,TO,,,,,,,O,,
271,News,8,8,allow,VB,,,,,,,APP-ACT,,
272,News,8,8,the,DT,,,,,,,O,,
273,News,8,8,user,NN,,,,,,,APP-ENT,,
274,News,8,8,link,VBP,,,,,,,APP-ACT,,
275,News,8,8,the,DT,,,,,,,O,,
276,News,8,8,news,NN,,,,,,,APP-ENT,,
277,News,8,8,app,NN,,,,,,,APP-ENT,,
278,News,8,8,with,IN,,,,,,,O,,
279,News,8,8,his,PRP$,,,,,,,APP-ENT,,
280,News,8,8,email,NN,,,,,,,APP-ENT,,
281,News,9,10,If,IN,,,,,,,APP-IFF,,
282,News,9,10,the,DT,,,,,,,O,,
283,News,9,10,user,NN,,,,,,,APP-ENT,,
284,News,9,10,link,VBP,,,,,,,APP-ACT,,
285,News,9,10,the,DT,,,,,,,O,,
286,News,9,10,news,NN,,,,,,,APP-ENT,,
287,News,9,10,app,NN,,,,,,,APP-ENT,,
288,News,9,10,to,TO,,,,,,,O,,
289,News,9,10,his,PRP$,,,,,,,APP-ENT,,
290,News,9,10,email,NN,,,,,,,APP-ENT,,
291,News,9,10,",",",",,,,,,,O,,
292,News,9,10,he,PRP,,,,,,,O,,
293,News,9,10,should,MD,,,,,,,O,,
294,News,9,10,receive,VB,,,,,,,APP-ACT,,
295,News,9,10,a,DT,,,,,,,O,,
296,News,9,10,daily,JJ,,,,,,,APP-QLF,,
297,News,9,10,email,NN,,,,,,,APP-ENT,,
298,News,9,10,including,VBG,,,,,,,APP-QLF,,
299,News,9,10,top,JJ,,,,,,,APP-ENT,,
300,News,9,10,news,NN,,,,,,,APP-ENT,,
301,News,9,10,for,IN,,,,,,,O,,
302,News,9,10,that,DT,,,,,,,APP-ENT,,
303,News,9,10,day,NN,,,,,,,APP-ENT,,
304,News,9,10,with,IN,,,,,,,O,,
305,News,9,10,link,NN,,,,,,,APP-ENT,,
306,News,9,10,to,TO,,,,,,,O,,
307,News,9,10,see,VB,,,,,,,APP-ACT,,
308,News,9,10,those,DT,,,,,,,APP-ENT,,
309,News,9,10,news,NN,,,,,,,APP-ENT,,
310,News,9,10,over,IN,,,,,,,APP-QLF,,
311,News,9,10,the,DT,,,,,,,APP-QLF,,
312,News,9,10,web,NN,,,,,,,APP-QLF,,
313,News,10,11,From,IN,,,,,,,O,,
314,News,10,11,the,DT,,,,,,,O,,
315,News,10,11,full,JJ,,,,,,,APP-QLF,,
316,News,10,11,news,NN,,,,,,,APP-QLF,,
317,News,10,11,page,NN,,,,,,,APP-ENT,,
318,News,10,11,",",",",,,,,,,O,,
319,News,10,11,User,NNP,,,,,,,APP-ENT,,
320,News,10,11,should,MD,,,,,,,O,,
321,News,10,11,be,VB,,,,,,,O,,
322,News,10,11,able,JJ,,,,,,,O,,
323,News,10,11,to,TO,,,,,,,O,,
324,News,10,11,go,VB,,,,,,,APP-ACT,,
325,News,10,11,back,RB,,,,,,,O,,
326,News,10,11,to,TO,,,,,,,O,,
327,News,10,11,main,JJ,,,,,,,APP-QLF,,
328,News,10,11,page,NN,,,,,,,APP-ENT,,
329,News,10,11,by,IN,,,,,,,O,,
330,News,10,11,clicking,VBG,,,,,,,APP-INP,,
331,News,10,11,on,IN,,,,,,,O,,
332,News,10,11,a,DT,,,,,,,O,,
333,News,10,11,back,JJ,,,,,,,APP-ENT,,
334,News,10,11,button,NN,,,,,,,APP-ENT,,
335,News,10,11,at,IN,,,,,,,APP-POS,,
336,News,10,11,the,DT,,,,,,,APP-POS,,
337,News,10,11,top,NN,,,,,,,APP-POS,,
338,News,10,11,of,IN,,,,,,,O,,
339,News,10,11,the,DT,,,,,,,O,,
340,News,10,11,page,NN,,,,,,,APP-ENT,,
341,News,11,12,user,NN,,,,,,,APP-ENT,,
342,News,11,12,should,MD,,,,,,,O,,
343,News,11,12,be,VB,,,,,,,O,,
344,News,11,12,able,JJ,,,,,,,O,,
345,News,11,12,to,TO,,,,,,,O,,
346,News,11,12,search,VB,,,,,,,APP-ACT,,
347,News,11,12,for,IN,,,,,,,O,,
348,News,11,12,a,DT,,,,,,,O,,
349,News,11,12,text,NN,,,,,,,APP-ENT,,
350,News,11,12,on,IN,,,,,,,APP-POS,,
351,News,11,12,top,JJ,,,,,,,APP-POS,,
352,News,11,12,right,JJ,,,,,,,APP-POS,,
353,News,11,12,side,NN,,,,,,,APP-POS,,
354,News,11,12,of,IN,,,,,,,O,,
355,News,11,12,the,DT,,,,,,,O,,
356,News,11,12,main,JJ,,,,,,,APP-QLF,,
357,News,11,12,page,NN,,,,,,,APP-ENT,,
358,News,11,13,As,IN,,,,,,,O,,
359,News,11,13,user,JJ,,,,,,,APP-ENT,,
360,News,11,13,type,NN,,,,,,,APP-ACT,,
361,News,11,13,in,IN,,,,,,,APP-ACT,,
362,News,11,13,",",",",,,,,,,O,,
363,News,11,13,a,DT,,,,,,,O,,
364,News,11,13,search,NN,,,,,,,APP-ACT,,
365,News,11,13,ha,NN,,,,,,,APP-ACT,,
366,News,11,13,to,TO,,,,,,,APP-ACT,,
367,News,11,13,be,VB,,,,,,,APP-ACT,,
368,News,11,13,made,VBN,,,,,,,APP-ACT,,
369,News,11,13,based,VBN,,,,,,,O,,
370,News,11,13,on,IN,,,,,,,O,,
371,News,11,13,the,DT,,,,,,,O,,
372,News,11,13,character,NN,,,,,,,APP-ENT,,
373,News,11,13,entered,VBD,,,,,,,APP-QLF,,
374,News,11,13,",",",",,,,,,,O,,
375,News,11,13,the,DT,,,,,,,O,,
376,News,11,13,top,JJ,,,,,,,APP-QLF,,
377,News,11,13,match,NN,,,,,,,APP-ENT,,
378,News,11,13,should,MD,,,,,,,O,,
379,News,11,13,be,VB,,,,,,,O,,
380,News,11,13,shown,VBN,,,,,,,APP-SHO,,
381,News,11,13,first,RB,,,,,,,APP-QLF,,
382,News,11,13,",",",",,,,,,,O,,
383,News,11,13,followed,VBN,,,,,,,APP-ACT,,
384,News,11,13,by,IN,,,,,,,O,,
385,News,11,13,story,NN,,,,,,,APP-ENT,,
386,News,11,13,containing,VBG,,,,,,,APP-QLF,,
387,News,11,13,the,DT,,,,,,,O,,
388,News,11,13,search,NN,,,,,,,APP-ENT,,
389,News,11,13,phrase,NN,,,,,,,APP-ENT,,
390,News,11,13,",",",",,,,,,,O,,
391,News,11,13,followed,VBN,,,,,,,APP-ACT,,
392,News,11,13,by,IN,,,,,,,O,,
393,News,11,13,channel,NN,,,,,,,APP-ENT,,
394,News,11,13,that,WDT,,,,,,,O,,
395,News,11,13,normally,RB,,,,,,,APP-QLF,,
396,News,11,13,publish,JJ,,,,,,,APP-QLF,,
397,News,11,13,news,NN,,,,,,,APP-QLF,,
398,News,11,13,related,VBN,,,,,,,APP-QLF,,
399,News,11,13,to,TO,,,,,,,O,,
400,News,11,13,the,DT,,,,,,,O,,
401,News,11,13,search,NN,,,,,,,APP-ENT,,
402,News,11,13,term,NN,,,,,,,APP-ENT,,
403,News,11,13,",",",",,,,,,,O,,
404,News,11,13,followed,VBN,,,,,,,APP-ACT,,
405,News,11,13,by,IN,,,,,,,O,,
406,News,11,13,topic,NN,,,,,,,APP-ENT,,
407,News,11,13,containing,VBG,,,,,,,APP-QLF,,
408,News,11,13,the,DT,,,,,,,O,,
409,News,11,13,search,NN,,,,,,,APP-ENT,,
410,News,11,13,term,NN,,,,,,,APP-ENT,,
411,News,12,14,On,IN,,,,,,,O,,
412,News,12,14,the,DT,,,,,,,O,,
413,News,12,14,full,JJ,,,,,,,APP-QLF,,
414,News,12,14,news,NN,,,,,,,APP-QLF,,
415,News,12,14,page,NN,,,,,,,APP-ENT,,
416,News,12,14,",",",",,,,,,,O,,
417,News,12,14,next,JJ,,,,,,,APP-POS,,
418,News,12,14,to,TO,,,,,,,APP-POS,,
419,News,12,14,the,DT,,,,,,,O,,
420,News,12,14,search,NN,,,,,,,APP-ENT,,
421,News,12,14,should,MD,,,,,,,O,,
422,News,12,14,be,VB,,,,,,,O,,
423,News,12,14,a,DT,,,,,,,O,,
424,News,12,14,button,NN,,,,,,,APP-ENT,,
425,News,12,14,with,IN,,,,,,,O,,
426,News,12,14,an,DT,,,,,,,O,,
427,News,12,14,up,JJ,,,,,,,APP-ENT,,
428,News,12,14,arrow,NN,,,,,,,APP-ENT,,
429,News,12,14,that,IN,,,,,,,O,,
430,News,12,14,when,WRB,,,,,,,APP-IFF,,
431,News,12,14,clicked,VBN,,,,,,,APP-INP,,
432,News,12,14,should,MD,,,,,,,O,,
433,News,12,14,show,VB,,,,,,,APP-SHO,,
434,News,12,14,a,DT,,,,,,,O,,
435,News,12,14,list,NN,,,,,,,APP-ENT,,
436,News,12,14,of,IN,,,,,,,O,,
437,News,12,14,options,NN,,,,,,,APP-ENT,,
438,News,12,14,to,TO,,,,,,,O,,
439,News,12,14,share,NN,,,,,,,APP-ACT,,
440,News,12,14,the,DT,,,,,,,O,,
441,News,12,14,news,NN,,,,,,,APP-ENT,,
442,News,12,15,The,DT,,,,,,,O,,
443,News,12,15,options,NN,,,,,,,APP-ENT,,
444,News,12,15,should,MD,,,,,,,O,,
445,News,12,15,be,VB,,,,,,,APP-QLF,,
446,News,12,15,email,JJ,,,,,,,APP-ACT,,
447,News,12,15,",",",",,,,,,,O,,
448,News,12,15,post,NN,,,,,,,APP-ACT,,
449,News,12,15,on,IN,,,,,,,APP-ACT,,
450,News,12,15,social,JJ,,,,,,,APP-ACT,,
451,News,12,15,medium,NN,,,,,,,APP-ACT,,
452,News,12,15,",",",",,,,,,,O,,
453,News,12,15,and,CC,,,,,,,O,,
454,News,12,15,open,VB,,,,,,,APP-ACT,,
455,News,12,15,in,IN,,,,,,,O,,
456,News,12,15,the,DT,,,,,,,O,,
457,News,12,15,following,JJ,,,,,,,APP-ENT,,
458,News,12,15,apps,NN,,,,,,,APP-ENT,,
459,News,12,15,:,:,,,,,,,O,,
460,News,12,15,note,NN,,,,,,,APP-ENT,,
461,News,12,15,",",",",,,,,,,O,,
462,News,12,15,message,NN,,,,,,,APP-ENT,,
463,News,12,15,",",",",,,,,,,O,,
464,News,12,15,and,CC,,,,,,,O,,
465,News,12,15,browser,NN,,,,,,,APP-ENT,,
466,News,13,16,On,IN,,,,,,,O,,
467,News,13,16,the,DT,,,,,,,O,,
468,News,13,16,main,JJ,,,,,,,APP-QLF,,
469,News,13,16,page,NN,,,,,,,APP-ENT,,
470,News,13,16,",",",",,,,,,,O,,
471,News,13,16,if,IN,,,,,,,APP-IFF,,
472,News,13,16,the,DT,,,,,,,O,,
473,News,13,16,user,NN,,,,,,,APP-ENT,,
474,News,13,16,click,NN,,,,,,,APP-INP,,
475,News,13,16,on,IN,,,,,,,O,,
476,News,13,16,a,DT,,,,,,,O,,
477,News,13,16,channel,NN,,,,,,,APP-ENT,,
478,News,13,16,",",",",,,,,,,O,,
479,News,13,16,all,PDT,,,,,,,APP-QLF,,
480,News,13,16,the,DT,,,,,,,O,,
481,News,13,16,news,NN,,,,,,,APP-ENT,,
482,News,13,16,for,IN,,,,,,,O,,
483,News,13,16,that,DT,,,,,,,APP-ENT,,
484,News,13,16,channel,NN,,,,,,,APP-ENT,,
485,News,13,16,should,MD,,,,,,,O,,
486,News,13,16,be,VB,,,,,,,O,,
487,News,13,16,displayed,VBN,,,,,,,APP-SHO,,
488,News,13,16,to,TO,,,,,,,APP-POS,,
489,News,13,16,the,DT,,,,,,,APP-POS,,
490,News,13,16,right,NN,,,,,,,APP-POS,,
491,News,14,17,The,DT,,,,,,,O,,
492,News,14,17,channel,NN,,,,,,,APP-ENT,,
493,News,14,17,have,VBP,,,,,,,O,,
494,News,14,17,to,TO,,,,,,,O,,
495,News,14,17,be,VB,,,,,,,O,,
496,News,14,17,organized,VBN,,,,,,,APP-SHO,,
497,News,14,17,in,IN,,,,,,,O,,
498,News,14,17,this,DT,,,,,,,APP-QLF,,
499,News,14,17,order,NN,,,,,,,APP-QLF,,
500,News,14,17,:,:,,,,,,,O,,
501,News,14,17,followed,VBN,,,,,,,APP-ENT,,
502,News,14,17,channel,NNS,,,,,,,APP-ENT,,
503,News,14,17,",",",",,,,,,,O,,
504,News,14,17,suggested,VBD,,,,,,,APP-ENT,,
505,News,14,17,channel,NN,,,,,,,APP-ENT,,
506,News,14,17,",",",",,,,,,,O,,
507,News,14,17,and,CC,,,,,,,O,,
508,News,14,17,some,DT,,,,,,,O,,
509,News,14,17,default,NN,,,,,,,APP-ENT,,
510,News,14,17,channel,NN,,,,,,,APP-ENT,,
511,Food Delivery,15,18,When,WRB,,,,,,,APP-IFF,,
512,Food Delivery,15,18,the,DT,,,,,,,O,,
513,Food Delivery,15,18,user,NN,,,,,,,APP-ENT,,
514,Food Delivery,15,18,launch,VBZ,,,,,,,APP-ACT,,
515,Food Delivery,15,18,the,DT,,,,,,,O,,
516,Food Delivery,15,18,app,NN,,,,,,,APP-ENT,,
517,Food Delivery,15,18,for,IN,,,,,,,APP-QLF,,
518,Food Delivery,15,18,the,DT,,,,,,,APP-QLF,,
519,Food Delivery,15,18,first,JJ,,,,,,,APP-QLF,,
520,Food Delivery,15,18,time,NN,,,,,,,APP-QLF,,
521,Food Delivery,15,18,",",",",,,,,,,O,,
522,Food Delivery,15,18,show,VBP,,,,,,,APP-SHO,,
523,Food Delivery,15,18,a,DT,,,,,,,O,,
524,Food Delivery,15,18,screen,NN,,,,,,,APP-ENT,,
525,Food Delivery,15,18,with,IN,,,,,,,O,,
526,Food Delivery,15,18,logo,NN,,,,,,,APP-ENT,,
